AccountNo,Year,Make,Model,VIN,Odometer,SaleDate,TypeDeal,APR,CurrentBalance,AmtToFinance,FirstPayDueDate,PaymentAmount,LastPayAmount,Down,NextPaymentDate,LastPaymentDate,NumberOfPayments,PaymentTerms,PaymentPeriod,NumberTradins,OpenBalance,TotalSalePrice,TotalOfPayments,TradeIn,TradeACV,TradePayoff,FinanceCharge,PrinCollected,IntCollected,SaleNo,Address,City,State,Zip
11007,2007,KIA,SPECTRA EX SEDA,KNAFE121475445083,0,3/3/2010,BP,29.8,3009.86,9550.88,3/17/2010,191.72,0,1500,12/21/2011,12/14/2011,78,78 BI-WEEKLY,BI-WEEKLY,0,15254.16,16754.16,14954.16,0,0,0,5103.28,3990.09,3695.61,68,1021 CHURCH STREET,SMYRNA,GA,30080
11008,2004,KIA,OPTIMA LX SEDAN,KNAGD128545266079,0,4/5/2010,BP,29.8,0,9407.36,4/30/2010,184.74,0,1600,,4/1/2013,78,78 BI-WEEKLY,BI-WEEKLY,0,14409.72,16009.72,14409.72,0,0,0,5002.36,9207.5,4625.71,70,160 ROCKING PORCH RIDGE RD,ASHEVILLE,NC,28805
11010,2005,FORD,FOCUS ZX5 SE HA,3FAFP37N15R107452,0,3/4/2010,BP,29.8,0,9186.36,3/18/2010,191.56,0,1500,,12/29/2012,70,70 BI-WEEKLY,BI-WEEKLY,0,13409.2,14909.2,13409.2,0,0,0,4222.84,8441.48,3600.93,71,1012 OAK CHASE DRIVE APT# F,TUCKER,GA,30084
11012,2004,NISSAN,ALTIMA  4D SEDA,1N4AL11D94C179846,124764,6/26/2010,BP,19.9,12712.44,12894.88,7/24/2010,254.48,0,1200,2/19/2011,2/7/2011,65,65 BI-WEEKLY,BI-WEEKLY,0,16941.2,18141.2,16941.2,0,0,0,3646.32,2345.94,1482.82,289,980 WALTHER BLVD  #1823,LAWRENCEVILLE,GA,30043
11014,2005,TOYOTA,MATRIX  HATCHBA,2T1KR32E35C377802,0,4/2/2010,BP,29.8,8758.92,10688.78,4/16/2010,256.04,0,800,1/7/2011,12/23/2010,65,65 BI-WEEKLY,BI-WEEKLY,0,17642.6,18442.6,16642.6,0,0,0,4953.82,1916.43,1951.21,72,3355 SWEETWATER ROAD #8007,LAWRENCEVILLE,GA,30044
11015,2002,NISSAN,ALTIMA  SEDAN,1N4AL11D22C145020,0,4/1/2010,BP,22.9,3596.25,9619.98,4/17/2010,171.25,0,3000,6/26/2012,6/12/2012,78,78 BI-WEEKLY,BI-WEEKLY,0,13357.5,16357.5,13357.5,0,0,0,3737.52,5709.93,3366.32,73,4061 NORTHRIDE WAY APT#8,NORCROSS,GA,30093
11017,2006,KIA,OPTIMA LX - 200,KNAGE123065020156,0,4/7/2010,BP,22.9,0,11227.86,4/21/2010,199.62,0,2000,,8/14/2012,78,78 BI-WEEKLY,BI-WEEKLY,0,15570.36,17570.36,15570.36,0,0,0,4342.5,10954.59,4016.91,74,513 MARTIN LUTHER KING APT#1A,THOMSON,GA,30824
11018,2006,HYUNDAI,ACCENT GLS 4D S,KMHCN46C26U050239,54155,7/16/2010,BP,19.9,0,11451.01,7/31/2010,224.39,0,1300,5/21/2011,5/26/2011,65,65 BI-WEEKLY,BI-WEEKLY,0,14585.35,15885.35,14585.35,0,0,0,3134.34,3024.45,1687.74,294,622 BRISTOL TRACE,ALPHARETTA,GA,30022
11019,2005,CHRYSLER,PT CRUISER TOUR,3C3EY55E35T312912,0,3/16/2010,BP,29.8,12805.43,9402.76,3/30/2010,190.79,0,1000,9/30/2010,9/15/2010,78,78 BI-WEEKLY,BI-WEEKLY,0,15281.62,16281.62,14881.62,0,0,0,5078.86,506.89,806.14,75,201 RIVER RUN DR,ATLANTA,GA,30350
11020,2003,MAZDA,TRIBUTE ES UTIL,4F2CZ06153KM35334,0,4/22/2010,BP,29.8,4728.92,10355.38,5/7/2010,214.95,0,1120,7/27/2012,7/12/2012,78,78 BI-WEEKLY,BI-WEEKLY,0,17446.1,18566.1,16766.1,0,0,0,5730.72,6777.03,5260.15,76,107 JENNIFER LANE NW,LILBURN,GA,30047
11021,2004,CHRYSLER,PACIFICA  UTILI,2C8GM68414R388329,0,5/4/2010,BP,29.8,11011.47,12008.86,5/22/2010,270.5,0,1700,1/1/2011,12/28/2010,65,65 BI-WEEKLY,BI-WEEKLY,0,17882.5,19582.5,17582.5,0,0,0,5273.64,1925.85,2145.18,77,50 WARD ROAD,HOSCHTON,GA,30548
11022,1998,LEXUS,ES 300  SEDAN,JT8BF28G9W5047798,0,4/14/2010,BP,23.5,0,7762.13,4/30/2010,148.26,0,2000,,5/3/2013,78,78 BI-WEEKLY,BI-WEEKLY,0,12064.28,14064.28,11564.28,0,0,0,3302.15,8106.55,3129.47,78,1725 GARBROOKE COVE,LAWRENCEVILLE,GA,30047
11025,2006,TOYOTA,COROLLA CE SEDA,JTDBR32E460081926,0,3/16/2010,BP,29.8,12980.36,11482.88,3/20/2010,260.34,0,1300,10/30/2010,10/27/2010,65,65 BI-WEEKLY,BI-WEEKLY,0,17422.1,18722.1,16922.1,0,0,0,4939.22,1465.01,1434.05,79,3805 BROMOLOW TRAIL,LAWRENCEVILLE,GA,30044
11026,2003,INFINITI,I35  SEDAN,JNKDA31AX3T106965,0,4/8/2010,BP,29.8,10206.83,11470.88,4/16/2010,130.27,0,950,4/6/2011,4/1/2011,127,127 WEEKLY,WEEKLY,0,16794.29,17744.29,16544.29,0,0,0,4823.41,2954.68,2509.88,80,2575 BEAL ST,SNELLVILLE,GA,30078
11027,2002,TOYOTA,CAMRY LE SEDAN,4T1BE32K12U035406,0,5/11/2010,BP,29.8,0,10289.38,5/29/2010,225.8,0,1700,1/5/2013,2/7/2013,68,68 BI-WEEKLY,BI-WEEKLY,0,15654.4,17354.4,15354.4,0,0,0,4765.02,10203.78,4760.26,95,1217 RIDGE BROOK TRAIL,DULUTH,GA,30096
11028,2002,FORD,F150 XLT SUPERC,1FTRW07622KC51934,0,4/10/2010,BP,25.9,0,12866.86,4/24/2010,269.86,0,3000,,8/14/2012,65,65 BI-WEEKLY,BI-WEEKLY,0,17540.9,20540.9,17540.9,0,0,0,4674.04,12340.92,4120.54,81,6222 SOUTH PORT DR,FLOWERY BRANCH,GA,30542
11029,2005,KIA,OPTIMA LX 4D SE,KNAGD128155412060,99899,3/28/2011,BP,9.9,0,8214.88,4/8/2011,144.18,0,2100,4/8/2011,3/30/2011,65,65 SEMI-MONTHLY,SEMI-MONTHLY,0,9371.7,11471.7,9371.7,0,0,0,1156.82,0,0,423,1910 TRAVERS CR,LAWRENCEVILLE,GA,30044
11030,2003,MITSUBISHI,ECLIPSE SPYDER,4A3AE45G43E154752,0,6/7/2010,BP,29.8,10816.88,11058.86,7/3/2010,244.61,0,0,4/16/2011,4/12/2011,65,65 BI-WEEKLY,BI-WEEKLY,1,16249.65,17749.65,16249.65,1500,0,0,4840.79,2498.44,2584.33,280,2121 WINDY HILL DR APT 421,MARIETTA,GA,30060
11031,1999,LEXUS,LS 400  SEDAN,JT8BH28F2X0156653,0,5/11/2010,BP,22.8,0,11276.86,5/31/2010,207.97,0,3000,6/23/2013,6/27/2013,81,81 SEMI-MONTHLY,SEMI-MONTHLY,0,17245.57,20245.57,16845.57,0,0,0,5168.71,9852.8,5096.98,91,6400 OAKLY ROAD #4205,UNION CITY,GA,30291
11032,2005,NISSAN,MURANO S UTILIT,JN8AZ08T65W320232,0,4/12/2010,BP,22.9,0,13013.38,4/30/2010,284.8,0,3000,,4/20/2012,65,65 BI-WEEKLY,BI-WEEKLY,0,19512,22512,18512,0,0,0,4498.62,13864.79,4362.21,82,740 MALNUT CREEK DRIVE LT#58A,LILBURN,GA,30047
11033,1997,LEXUS,ES 300  SEDAN,JT8BF22G4V0060320,0,5/1/2010,BP,29.8,13532.16,9645.51,5/15/2010,225.52,0,1150,8/21/2010,8/9/2010,65,65 BI-WEEKLY,BI-WEEKLY,0,15308.8,16458.8,14658.8,0,0,0,4363.29,486.41,640.23,83,3117 FIELDS DR,LITHONIA,GA,30038
11034,2006,SCION,XA  4D HATCHBAC,JTKKT624165002542,84306,7/21/2010,C,0,0,0,7/21/2010,8273.28,0,8273.28,,,1,,MONTHLY,0,0,8273.28,0,0,0,0,0,0,0,297,1431 CHATSWORTH TRACE,LAWRENCEVILLE,GA,30044
11035,2004,NISSAN,ALTIMA SE SEDAN,1N4BL11DX4C172831,0,3/20/2010,BP,29.8,3464.4,10524.88,4/3/2010,204.84,0,1800,1/7/2012,12/28/2011,78,78 BI-WEEKLY,BI-WEEKLY,0,15977.52,17777.52,15977.52,0,0,0,5452.64,4372.74,4230.54,84,161 83RD AVE,FRIDLEY,MN,55432
11036,2007,DODGE,CALIBER  4D HAT,1B3HB28B27D523815,73186,7/15/2010,BP,14.9,10557.8,10635.88,7/29/2010,187.06,0,1875,1/13/2011,1/13/2011,69,69 BI-WEEKLY,BI-WEEKLY,0,12907.14,14782.14,12907.14,0,0,0,2271.26,1602.6,746.74,293,301 WILOAKS DR APT D,SNELLVILLE,GA,30039
11043,2002,OLDSMOBILE,BRAVADA  UTILIT,1GHDT13S622392642,0,4/14/2010,BP,25.9,0,8844.88,4/28/2010,206.48,0,1500,12/22/2010,4/26/2011,65,65 BI-WEEKLY,BI-WEEKLY,0,14421.2,15921.2,13421.2,0,0,0,3576.32,1548.56,1342.16,85,5883 BUTTON GWINNETT PLACE,NORCROSS,GA,30093
11044,2001,VOLKSWAGEN,JETTA GLS SEDAN,3VWSS29M61M057142,0,4/16/2010,BP,29.8,0,9554.86,5/1/2010,200.73,0,1000,7/10/2010,10/9/2010,75,75 BI-WEEKLY,BI-WEEKLY,0,15554.75,16554.75,15054.75,0,0,0,4999.89,200.71,355.29,86,127 BAY CREEK RD,LOGANVILLE,GA,30052
11045,2001,TOYOTA,CAMRY CE SEDAN,4T1BG22K31U102705,0,4/23/2010,BP,27.8,16313.25,10640.86,4/30/2010,217.51,0,1400,5/31/2010,,75,75 BI-WEEKLY,BI-WEEKLY,0,16913.25,18313.25,16313.25,0,0,0,5072.39,0,0,87,8837 LAKECREST WAY,UNION CITY,GA,30291
11046,2001,TOYOTA,CAMRY SOLARA SE,2T1CG22P41C471008,90721,6/28/2010,BP,19.9,623.51,11959.58,7/9/2010,203.86,0,1000,4/20/2012,4/9/2012,78,78 BI-WEEKLY,BI-WEEKLY,0,16401.08,17401.08,16401.08,0,0,0,3941.5,6191.25,3286.32,288,3359 COUNTRY CLUB VILLAGE LN,NORCROSS,GA,30092
11048,2001,NISSAN,XTERRA XE UTILI,5N1ED28T41C577615,0,5/17/2010,BP,26.9,12012.08,10336.88,5/31/2010,267.74,0,1000,12/27/2010,12/17/2010,56,56 BI-WEEKLY,BI-WEEKLY,0,15993.44,16993.44,14993.44,0,0,0,3656.56,1681.99,1299.37,93,313 MOUNTAIN DRIVE,STONE MOUNTAIN,GA,30087
11049,2004,MERCURY,MONTEREY  WAGON,2MRDA202X4BJ10339,99062,5/25/2010,BP,29.8,0,10605.38,6/12/2010,240.76,0,1500,12/8/2012,12/7/2012,65,65 BI-WEEKLY,BI-WEEKLY,0,15999.4,17499.4,15649.4,0,0,0,4694.02,10462.34,4687.06,94,310 SPRING WATER DR,NORCROSS,GA,30093
11050,2002,CHRYSLER,PT CRUISER LIMI,3C8FY68B62T321153,0,5/5/2010,BP,29.8,12237.15,8064.88,5/28/2010,177.37,0,1200,6/11/2010,,69,69 BI-WEEKLY,BI-WEEKLY,0,12538.53,13738.53,12238.53,0,0,0,3873.65,0,0,88,1400 HERRINGTON RD,LAWRENCEVILLE,GA,30044
11051,2004,PONTIAC,GRAND AM GT 2D,1G2NW12E34C104008,101523,1/30/2011,BP,16.9,0,9309.58,2/12/2011,175.98,0,1500,,6/29/2013,65,65 BI-WEEKLY,BI-WEEKLY,0,11438.7,12938.7,11438.7,0,0,0,2129.12,9187.85,2074.87,381,100 CASTOR DR APT R6,NORCROSS,GA,30071
11052,2005,KIA,OPTIMA LX 4D SE,KNAGD126855414127,66740,9/17/2010,BP,23.9,467.42,9513.51,10/23/2010,197.88,0,800,11/19/2011,1/13/2012,65,65 BI-WEEKLY,BI-WEEKLY,0,13462.2,14262.2,13462.2,0,0,0,3348.69,3298.77,2238.08,326,2783 COVENTRY GRN SE APT C,CONYERS,GA,30013
11053,2005,SUZUKI,FORENZA S SEDAN,KL5JD56Z35K125765,0,5/3/2010,BP,29.8,3316,8693.76,5/22/2010,189,0,1100,12/3/2011,11/5/2011,72,72 BI-WEEKLY,BI-WEEKLY,0,14108,15208,13608,0,0,0,4414.24,3753.32,3288.68,89,2746 VINEYARD DR SE APT 101,ATLANTA,GA,30354
11055,2000,LEXUS,RX 300  UTILITY,JT6GF10U2Y0072102,0,5/7/2010,BP,29.8,12952.29,10937.36,5/22/2010,245.41,0,1200,1/1/2011,1/7/2011,68,68 BI-WEEKLY,BI-WEEKLY,0,17287.88,18487.88,16687.88,0,0,0,5150.52,1582.95,1852.64,90,3634 HAMPSHIRE PARK WAY,ATLANTA,GA,30331
11056,2002,BUICK,RENDEZVOUS CXL,3G5DB03E02S510970,0,5/13/2010,BP,29.8,10932.91,10056.86,5/28/2010,220.47,0,1700,12/30/2010,12/16/2010,65,65 BI-WEEKLY,BI-WEEKLY,0,14330.55,16030.55,14330.55,0,0,0,4273.69,1531.9,1644.74,92,767 FARM RD,COLBERT,GA,30628
11057,2005,CHEVROLET,UPLANDER LS WAG,1GNDV23L45D227512,78501,6/7/2010,BP,29.8,15145.98,10868.58,7/23/2010,244.29,0,1250,9/3/2010,8/23/2010,65,65 BI-WEEKLY,BI-WEEKLY,0,16478.85,17728.85,16478.85,0,0,0,5010.27,284.4,448.47,278,3167 FERRITE CT,LAWRENCEVILLE,GA,30044
11058,1998,TOYOTA,COROLLA CE 4D S,1NXBR12E8WZ016294,105593,6/11/2010,BP,29.8,4625.89,6881.58,7/16/2010,100.32,0,0,9/17/2010,9/10/2010,90,90 WEEKLY,WEEKLY,0,9628.8,9628.8,9628.8,0,0,0,2147.22,497.05,405.86,279,4717 ROSWELL ROAD APT# F-6,ATLANTA,GA,30342
11060,2000,TOYOTA,4RUNNER SR5 4D,JT3GN86R2Y0143777,118853,6/26/2010,BP,19.9,0,11872.88,8/14/2010,231.51,0,1200,,2/21/2013,67,67 BI-WEEKLY,BI-WEEKLY,0,16211.17,17411.17,16211.17,0,0,0,3638.29,11872.88,3638.29,290,836 WAYSIDE ST. NW,CORNELIA,GA,30531
11062,2003,CHEVROLET,CAVALIER LS SED,1G1JF52F137157090,0,5/28/2010,BP,22.9,0,8863.38,6/11/2010,147.41,0,1000,8/5/2011,8/19/2011,86,86 BI-WEEKLY,BI-WEEKLY,0,12677.26,13677.26,12677.26,0,0,0,3813.88,2264.77,2205.46,96,283 DILLARD CT. NW,LILBURN,GA,30047
11063,2003,DODGE,STRATUS SXT 4D,1B3EL46X93N533739,113880,10/5/2010,BP,23.9,8950.16,7723.51,11/5/2010,144.37,0,1050,7/5/2011,6/8/2011,78,78 SEMI-MONTHLY,SEMI-MONTHLY,0,11260.86,12310.86,11260.86,0,0,0,3537.35,1015.26,1295.44,336,2356 EDGEWARTER DRIVE,ATLANTA,GA,30311
11064,2008,SCION,XB  4D WAGON,JTLKE50E281001194,81741,6/21/2010,BP,0,0,9216,6/21/2010,9216,0,500,,6/21/2010,1,1 MONTHLY,MONTHLY,0,9216,9716,9216,0,0,0,0,9216,0,281,605 MERCHANT STREET,AMBRIDGE,PA,15003
11065,1999,TOYOTA,COROLLA LE 4D S,2T1BR12E8XC111943,161440,6/14/2010,BP,29.8,0,7383.58,6/26/2010,155.17,0,2000,12/22/2012,12/28/2012,69,69 BI-WEEKLY,BI-WEEKLY,0,10706.73,12706.73,10706.73,0,0,0,3323.15,6784.01,3309.72,277,1071 COLGAN CT,LAWRENCEVILLE,GA,30044
11066,2002,OLDSMOBILE,ALERO GL 4D SED,1G3NL52E32C164072,114932,7/14/2010,BP,19.9,10244.88,9120.88,8/28/2010,181.65,0,1000,2/1/2011,1/16/2011,65,65 BI-WEEKLY,BI-WEEKLY,1,12407.25,13707.25,12407.25,300,0,0,2686.37,903.14,659.23,295,3428 FAIRWAY OAKS DR #3B,LAWRENCEVILLE,GA,30044
11067,2001,CHRYSLER,PT CRUISER LIMITED E,3C8FY4BB41T557117,113015,7/22/2010,BP,19.9,6954.34,8773.51,8/27/2010,173.89,0,700,8/19/2011,8/6/2011,65,65 BI-WEEKLY,BI-WEEKLY,0,11602.85,12302.85,11602.85,0,0,0,2529.34,2774.5,1554.01,298,2430 STAFFORD SHIRE,CONYERS,GA,30013
11068,1999,NISSAN,ALTIMA GXE 4D S,1N4DL01D1XC131057,99779,7/28/2010,BP,23.9,9936.24,8479.58,8/15/2010,174.32,0,800,12/10/2010,12/1/2010,65,65 BI-WEEKLY,BI-WEEKLY,0,11330.8,12130.8,11330.8,0,0,0,2851.22,740.58,653.98,300,6300 SPRING LN APT A,NORCROSS,GA,30092
11069,2005,NISSAN,SENTRA  4D SEDAN,3N1CB51D15L549824,130273,6/30/2010,BP,19.9,0,9839.58,7/15/2010,192.81,0,1000,,1/3/2013,65,65 BI-WEEKLY,BI-WEEKLY,0,12532.65,13532.65,12532.65,0,0,0,2693.07,9839.58,2693.07,285,524 INLAND WAY NW,LILBURN,GA,30047
11070,2001,CHEVROLET,VENTURE LT 4D W,1GNDX13EX1D124286,83687,8/7/2010,BP,19.9,9032.8,9838.88,8/21/2010,192.7,0,900,9/4/2010,8/21/2010,65,65 BI-WEEKLY,BI-WEEKLY,0,12525.5,13425.5,12525.5,0,0,0,2686.62,111.29,81.41,302,6043 ROLLING WAY,NORCROSS,GA,30093
11072,2006,MINI,COOPER S 2D CON,WMWRH33526TL93769,66094,6/21/2010,BP,0,0,14998,7/21/2010,14998,0,500,,6/23/2010,1,1 MONTHLY,MONTHLY,0,14998,15498,14998,0,0,0,0,14998,0,283,119 OAK RIDGE DRIVE,CLYDE,NC,28721
11074,2003,HYUNDAI,XG350 L 4D SEDAN,KMHFU45E63A253845,100323,6/17/2010,BP,29.8,0,9159.88,7/30/2010,182.5,0,1200,,5/29/2013,78,78 BI-WEEKLY,BI-WEEKLY,0,14735,15935,14735,0,0,0,5075.12,9159.88,5075.12,284,1974 BRIDGESTONE CIR,CONYERS,GA,30012
11075,2001,CHRYSLER,300M  4D SEDAN,2C3HE66G31H672356,127180,9/4/2010,BP,23.9,0,9963.51,9/19/2010,208.95,0,800,6/19/2012,7/2/2012,65,65 SEMI-MONTHLY,SEMI-MONTHLY,0,13731.75,14531.75,13731.75,0,0,0,3618.24,5560.89,3024.77,319,3358 CLEVEMONT WAY,ELLENWOOD,GA,302941323
11077,2003,MITSUBISHI,LANCER ES 4D SEDAN,JA3AJ26E03U083649,98184,9/27/2010,BP,23.9,4938.2,9179.58,10/4/2010,187.36,0,600,7/11/2011,6/28/2011,65,65 BI-WEEKLY,BI-WEEKLY,0,12178.4,12778.4,12178.4,0,0,0,2998.82,2190.74,1549.46,325,5764 WELLS CIR,STONE MOUNTAIN,GA,30087
11078,2001,TOYOTA,CAMRY CE SEDAN,4T1BG22K31U102705,114144,6/29/2010,BP,19.9,0,9538.88,8/14/2010,179.61,0,1200,11/19/2011,12/14/2011,70,70 BI-WEEKLY,BI-WEEKLY,0,13072.7,14272.7,13072.7,0,0,0,3033.82,3647.29,2107.08,287,1635 PIRKLE RD APT 906,NORCROSS,GA,30093
11079,2001,HONDA,ACCORD EX 2D CO,1HGCG22531A024299,0,6/12/2010,C,0,0,0,6/12/2010,6500,0,6500,,,1,,MONTHLY,0,0,6500,0,0,0,0,0,0,0,276,1135 LAKE LUCERNE ROAD SW,LILBURN,GA,30047
11081,2000,VOLKSWAGEN,GOLF GLS HATCHB,WVWGC21J6YW307125,127249,9/3/2010,BP,16.9,3363.93,7779.58,9/17/2010,147.71,0,1500,6/2/2011,5/23/2011,66,66 SEMI-MONTHLY,SEMI-MONTHLY,0,9748.86,11248.86,9748.86,0,0,0,1969.28,1684.82,900.11,314,4392 GRAVITT PLACE,DULUTH,GA,30096
11082,2005,DODGE,GRAND CARAVAN S,2D4GP44L45R142972,123841,9/10/2010,BP,9.9,8666.95,8157.58,9/25/2010,141.95,0,3000,11/20/2010,10/23/2010,65,65 BI-WEEKLY,BI-WEEKLY,0,9226.75,12226.75,9226.75,0,0,0,1069.17,434.92,124.88,318,3996 GUILFOLD CT NW,LILBURN,GA,30047
11089,2002,CHRYSLER,PT CRUISER LIMI,3C8FY68B62T321153,0,6/30/2010,BP,19.9,10189.08,9639.58,7/15/2010,192.44,0,1200,1/15/2011,12/30/2010,65,65 SEMI-MONTHLY,SEMI-MONTHLY,0,12508.6,13708.6,12508.6,0,0,0,2869.02,1360.71,958.81,286,5441 NORTH SWAN RD, APT 1115,TUCSON,AZ
11090,2003,VOLKSWAGEN,JETTA GLS SEDAN,3VWSE69M43M111491,124388,7/8/2010,BP,9.9,0,8339.58,7/24/2010,171.24,0,2500,,8/8/2012,54,54 BI-WEEKLY,BI-WEEKLY,0,9246.96,11746.96,9246.96,0,0,0,907.38,8339.58,907.38,291,3694 HERITAGE CREST PKWY,BUFORD,GA,30519
11091,2006,NISSAN,SENTRA S 4D SEDAN,3N1CB51D76L463628,99083,8/6/2010,BP,16.9,3373.89,9669.58,8/20/2010,182.87,0,1700,6/15/2011,6/18/2011,65,65 BI-WEEKLY,BI-WEEKLY,0,11886.55,13586.55,11886.55,0,0,0,2216.97,2776.02,1236.64,301,679 MAJESTY CROSSING,WINDER,GA,30680
11093,2002,FORD,ESCAPE XLT 4D UTILIT,1FMYU03172KD66858,140376,7/31/2010,BP,23.9,4120.2,9823.51,8/15/2010,206.01,0,1000,6/30/2012,6/15/2012,65,65 SEMI-MONTHLY,SEMI-MONTHLY,0,13390.65,14390.65,13390.65,0,0,0,3567.14,6052.52,3217.93,304,5099 ROCK EAGLE DR,STONE MOUNTAIN,GA,30083
11094,2001,TOYOTA,COROLLA S 4D SE,1NXBR12E61Z515507,118315,7/31/2010,BP,16.9,0,7567.58,8/14/2010,143.12,0,1500,,2/15/2013,65,65 BI-WEEKLY,BI-WEEKLY,0,9302.8,10802.8,9302.8,0,0,0,1735.22,7567.58,1735.22,305,2673 KENT DR,MACON,GA,31206
11095,1999,LEXUS,RX 300  4D UTIL,JT6HF10U4X0021106,141461,7/12/2010,BP,19.9,5577.82,11853.51,7/31/2010,232.79,0,1700,1/1/2011,12/27/2010,65,65 BI-WEEKLY,BI-WEEKLY,0,15131.35,16831.35,15131.35,0,0,0,3277.84,1539.07,999.47,292,4206 WOODWING CT,ATLANTA,GA,30360
11096,2001,FORD,EXPEDITION XLT,1FMRU15W31LA55097,124555,7/22/2010,BP,19.9,0,10594.08,8/7/2010,207.71,0,1300,1/12/2013,1/9/2013,65,65 BI-WEEKLY,BI-WEEKLY,0,13501.15,14801.15,13501.15,0,0,0,2907.07,10295,2904.66,299,1210 ELI LN,LAWRENCEVILLE,GA,30045
11097,2007,TOYOTA,HIGHLANDER LIMI,JTEGW21AX70017104,79665,10/1/2010,CL,0,0,0,10/1/2010,0,0,13477.88,,,1,,,0,0,13477.88,0,0,0,0,0,0,0,329,2708 HUNTERS RIDGE,EDWARDSVILLE,IL,62025
11099,1999,INFINITI,QX4  - 1999.5 4,JNRAR07Y0XW068084,145262,8/20/2010,BP,9.9,3183.47,7043,9/20/2010,350,33.47,885.51,12/20/2010,11/22/2010,22,22 MONTHLY,MONTHLY,0,7733.47,8618.98,7733.47,0,0,0,690.47,884.88,165.12,309,626 ROCKSPRINGS CT.,ATLANTA,GA,30306
11100,2007,LEXUS,ES 350  4D SEDAN,JTHBJ46G972131877,58592,7/21/2010,C,0,0,0,7/21/2010,20816,0,20816,,,1,,MONTHLY,0,0,20816,0,0,0,0,0,0,0,296,12447 79A AVE,SURREY,BC,
11101,2006,BMW,3-SERIES 325I 4,WBAVB13556KX46791,59568,8/17/2010,CL,0,0,0,8/17/2010,0,0,16869.88,,,1,,,0,0,16869.88,0,0,0,0,0,0,0,310,2500 PLEASANT HILL RD,DULUTH,GA,30096
11102,2001,HONDA,ACCORD EX COUPE,1HGCG22531A024299,0,6/12/2010,C,0,0,0,6/12/2010,6500,0,6500,,,1,,MONTHLY,0,0,6500,0,0,0,0,0,0,0,282,1135 LAKE LUCERNE RD SW,LILBURN,GA,30047
11103,2007,HONDA,ODYSSEY TOURING WAGO,5FNRL38887B031339,73122,8/23/2010,CL,0,0,0,8/23/2010,0,0,20916,,,1,,,0,0,20916,0,0,0,0,0,0,0,311,56 RAMBO ROAD # 106,FAYETTEVILLE,TN,37334
11104,2007,NISSAN,QUEST S 4D WAGON,5N1BV28U77N130833,79481,8/14/2010,C,0,0,0,8/14/2010,12320.86,0,12320.86,,,1,,MONTHLY,0,0,12320.86,0,0,0,0,0,0,0,308,1651 PONDSIDE DR,STATESBORO,GA,30458
11106,2001,FORD,F150 XL SUPERCA,1FTRX18L51NA45222,126208,7/31/2010,BP,23.9,0,9639.58,8/14/2010,197.65,0,1100,6/30/2012,6/25/2012,65,65 BI-WEEKLY,BI-WEEKLY,0,12947.25,14047.25,12947.25,0,0,0,3207.67,6682.66,3004.55,303,2563 BROCKLIN DR,GRAYSON,GA,30017
11111,2002,OLDSMOBILE,ALERO GL SEDAN,1G3NL52F22C246934,132578,9/2/2010,BP,23.9,9120,7629.58,9/17/2010,160,0,600,1/17/2011,1/3/2011,65,65 SEMI-MONTHLY,SEMI-MONTHLY,0,10400,11000,10400,0,0,0,2770.42,644.55,635.45,315,571 HARRISON RIDGE RD,LAWRENCEVILLE,GA,30044
11112,2001,CHEVROLET,BLAZER LS UTILI,1GNDT13W212197247,144884,8/18/2010,BP,23.9,6221.04,7173.51,8/27/2010,146.61,0,1100,7/1/2011,6/20/2011,65,65 BI-WEEKLY,BI-WEEKLY,0,9529.65,10629.65,9529.65,0,0,0,2356.14,1964.66,1343.95,312,782 JOLLY AVE SOUTH APT E-7,CLARKSTON,GA,30021
11113,2002,JEEP,LIBERTY LIMITED,1J8GL58K82W178420,110898,8/12/2010,BP,23.9,0,10899.58,8/28/2010,223.78,0,1000,,2/23/2013,65,65 BI-WEEKLY,BI-WEEKLY,0,14545.7,15545.7,14545.7,0,0,0,3646.12,10851.17,3643.15,306,1021 APPIAN WAY,LAWRENCEVILLE,GA,30046
11114,2005,CHEVROLET,TRAILBLAZER LT,1GNDS13SX52322002,133823,8/12/2010,BP,19.9,12432.96,11518.51,8/27/2010,229.95,0,1500,2/12/2011,1/29/2011,65,65 SEMI-MONTHLY,SEMI-MONTHLY,0,14946.75,16446.75,14946.75,0,0,0,3428.24,1464.88,1048.91,307,1819 DRESDEN DRIVE NE,ATLANTA,GA,30319
11115,2002,CHRYSLER,PT CRUISER LIMI,3C8FY68B02T332455,69737,8/30/2010,BP,23.9,0,10113.51,9/11/2010,207.1,0,800,2/23/2013,3/6/2013,65,65 BI-WEEKLY,BI-WEEKLY,0,13461.5,14261.5,13461.5,0,0,0,3347.99,9737.58,3262.13,317,2059 ROSEWOOD RD,DECATUR,GA,30032
11116,2002,CHRYSLER,PT CRUISER LIMI,3C8FY68B62T321153,0,3/31/2011,WHOLE,0,0,0,,0,0,0,,,0,,,0,1031,1031,0,0,0,0,0,0,0,425,7090 SO CRAYCROFT ROAD,TUCSON,AZ,85706
11117,1994,LINCOLN,TOWN CAR SIGNATURE S,1LNLM82W6RY622596,263614,7/19/2011,WHOLE,0,0,0,,0,0,400,,,0,,,0,400,400,0,0,0,0,0,0,0,466,4959 BUFORD HWY,NORCROSS,GA,30071
